"Species";"Longitude";"Latitude";"Records"
"Anthurium_martianum";-52,75;-10,75;1
"Anthurium_oxycarpum";-52,75;-10,75;1
"Anthurium_parasiticum";-52,75;-10,75;1
"Anthurium_parvum";-52,75;-10,75;1
"Anthurium_pentaphyllum";-52,75;-10,75;1
"Anthurium_sagittatum";-52,75;-10,75;1
"Anthurium_scandens";-52,75;-10,75;1
"Anthurium_sellowianum";-52,75;-10,75;1
"Anthurium_sinuatum";-52,75;-10,75;1
"Anthurium_solitarium";-52,75;-10,75;1
"Anthurium_trinervium";-52,75;-10,75;1
"Anthurium_willdenowii";-52,75;-10,75;1
"Araeococcus_flagellifolius";-52,75;-10,75;1
"Araeococcus_micranthus";-52,75;-10,75;1
"Araeococcus_parviflorus";-52,75;-10,75;1
"Aspasia_lunata";-52,75;-10,75;1
"Aspasia_variegata";-52,75;-10,75;1
"Barbosella_cogniauxiana";-52,75;-10,75;1
"Bifrenaria_harrisoniae";-52,75;-10,75;1
"Bifrenaria_longicornis";-52,75;-10,75;1
"Billbergia_amoena";-52,75;-10,75;1
"Billbergia_bradeana";-52,75;-10,75;1
"Billbergia_buchholtzii";-52,75;-10,75;1
"Billbergia_cylindrostachya";-52,75;-10,75;1
"Billbergia_distachya";-52,75;-10,75;1
"Billbergia_horrida";-52,75;-10,75;1
"Billbergia_macrocalyx";-52,75;-10,75;1
"Billbergia_meyerae";-52,75;-10,75;1
"Billbergia_porteana";-52,75;-10,75;1
"Billbergia_pyramidalis";-52,75;-10,75;1
"Billbergia_reichardtii";-52,75;-10,75;1
"Billbergia_vittata";-52,75;-10,75;1
"Billbergia_zebrina";-52,75;-10,75;1
"Brasiliorchis_marginata";-52,75;-10,75;1
"Brasiliorchis_phoenicanthera";-52,75;-10,75;1
"Brasiliorchis_picta";-52,75;-10,75;1
"Brassavola_ceboletta";-52,75;-10,75;1
"Brassavola_martiana";-52,75;-10,75;1
"Brassavola_tuberculata";-52,75;-10,75;1
"Brassia_caudata";-52,75;-10,75;1
"Bulbophyllum_exaltatum";-52,75;-10,75;1
"Bulbophyllum_plumosum";-52,75;-10,75;1
"Bulbophyllum_tripetalum";-52,75;-10,75;1
"Bulbophyllum_weddellii";-52,75;-10,75;1
"Camaridium_ochroleucum";-52,75;-10,75;1
"Camaridium_vestitum";-52,75;-10,75;1
"Campylocentrum_grisebachii";-52,75;-10,75;1
"Campylocentrum_neglectum";-52,75;-10,75;1
"Campylocentrum_poeppigii";-52,75;-10,75;1
"Campyloneurum_aphanophlebium";-52,75;-10,75;1
"Campyloneurum_brevifolium";-52,75;-10,75;1
"Campyloneurum_nitidum";-52,75;-10,75;1
"Canistrum_cyathiforme";-52,75;-10,75;1
"Canistrum_giganteum";-52,75;-10,75;1
"Canistrum_superbum";-52,75;-10,75;1
"Capanemia_micromera";-52,75;-10,75;1
"Capanemia_superflua";-52,75;-10,75;1
"Catasetum_discolor";-52,75;-10,75;1
"Catopsis_berteroana";-52,75;-10,75;1
"Catopsis_wawreana";-52,75;-10,75;1
"Cattleya_coccinea";-52,75;-10,75;1
"Cattleya_lundii";-52,75;-10,75;1
"Cattleya_nobilior";-52,75;-10,75;1
"Cattleya_rupestris";-52,75;-10,75;1
"Caularthron_bicornutum";-52,75;-10,75;1
"Ceradenia_glaziovii";-52,75;-10,75;1
"Ceradenia_kalbreyeri";-52,75;-10,75;1
"Ceradenia_spixiana";-52,75;-10,75;1
"Christensonella_pumila";-52,75;-10,75;1
"Christensonella_subulata";-52,75;-10,75;1
"Cochlidium_graminoides";-52,75;-10,75;1
"Cochlidium_linearifolium";-52,75;-10,75;1
"Cochlidium_punctatum";-52,75;-10,75;1
"Cochlidium_serrulatum";-52,75;-10,75;1
"Cochlidium_tepuiense";-52,75;-10,75;1
"Coryanthes_speciosa";-52,75;-10,75;1
"Ctenopterella_blechnoides";-52,75;-10,75;1
"Cyrtochilum_flexuosum";-52,75;-10,75;1
"Cyrtopodium_andersonii";-52,75;-10,75;1
"Cyrtopodium_brandonianum";-52,75;-10,75;1
"Cyrtopodium_dusenii";-52,75;-10,75;1
"Cyrtopodium_eugenii";-52,75;-10,75;1
"Cyrtopodium_flavum";-52,75;-10,75;1
"Cyrtopodium_lissochiloides";-52,75;-10,75;1
"Cyrtopodium_palmifrons";-52,75;-10,75;1
"Cyrtopodium_poecilum";-52,75;-10,75;1
"Cyrtopodium_punctatum";-52,75;-10,75;1
"Dictymia_brownii";-52,75;-10,75;1
"Dimerandra_elegans";-52,75;-10,75;1
"Dryadella_aviceps";-52,75;-10,75;1
"Elleanthus_crinipes";-52,75;-10,75;1
"Encyclia_granitica";-52,75;-10,75;1
"Encyclia_ionosma";-52,75;-10,75;1
"Encyclia_mapuerae";-52,75;-10,75;1
"Encyclia_oncidioides";-52,75;-10,75;1
"Epidendrum_armeniacum";-52,75;-10,75;1
"Epidendrum_avicula";-52,75;-10,75;1
"Epidendrum_campestre";-52,75;-10,75;1
"Epidendrum_cristatum";-52,75;-10,75;1
"Epidendrum_ellipticum";-52,75;-10,75;1
"Epidendrum_flexuosum";-52,75;-10,75;1
"Epidendrum_ibaguense";-52,75;-10,75;1
"Epidendrum_nocturnum";-52,75;-10,75;1
"Epidendrum_paniculatum";-52,75;-10,75;1
"Epidendrum_ramosum";-52,75;-10,75;1
"Epidendrum_rigidum";-52,75;-10,75;1
"Epidendrum_saxatile";-52,75;-10,75;1
"Epidendrum_sculptum";-52,75;-10,75;1
"Epidendrum_strobiliferum";-52,75;-10,75;1
"Epidendrum_tridactylum";-52,75;-10,75;1
"Erycina_pumilio";-52,75;-10,75;1
"Erycina_pusilla";-52,75;-10,75;1
"Galeandra_devoniana";-52,75;-10,75;1
"Galeandra_lagoensis";-52,75;-10,75;1
"Gomesa_barbata";-52,75;-10,75;1
"Gomesa_blanchetii";-52,75;-10,75;1
"Gomesa_concolor";-52,75;-10,75;1
"Gomesa_duseniana";-52,75;-10,75;1
"Gomesa_flexuosa";-52,75;-10,75;1
"Gomesa_fuscans";-52,75;-10,75;1
"Gomesa_gomezoides";-52,75;-10,75;1
"Gomesa_gracilis";-52,75;-10,75;1
"Gomesa_hookeri";-52,75;-10,75;1
"Gomesa_hydrophila";-52,75;-10,75;1
"Gomesa_longicornu";-52,75;-10,75;1
"Gomesa_longipes";-52,75;-10,75;1
"Gomesa_paranaensis";-52,75;-10,75;1
"Gomesa_praetexta";-52,75;-10,75;1
"Gomesa_ramosa";-52,75;-10,75;1
"Gomesa_ranifera";-52,75;-10,75;1
"Gomesa_recurva";-52,75;-10,75;1
"Gomesa_varicosa";-52,75;-10,75;1
"Gomesa_warmingii";-52,75;-10,75;1
"Grammitis_magellanica";-52,75;-10,75;1
"Grandiphyllum_divaricatum";-52,75;-10,75;1
"Grobya_amherstiae";-52,75;-10,75;1
"Grobya_galeata";-52,75;-10,75;1
"Guzmania_brasiliensis";-52,75;-10,75;1
"Guzmania_vittata";-52,75;-10,75;1
"Heterotaxis_sessilis";-52,75;-10,75;1
"Hohenbergia_augusta";-52,75;-10,75;1
"Hohenbergia_eriantha";-52,75;-10,75;1
"Hohenbergia_ridleyi";-52,75;-10,75;1
"Hohenbergia_salzmannii";-52,75;-10,75;1
"Ionopsis_utricularioides";-52,75;-10,75;1
"Isabelia_virginalis";-52,75;-10,75;1
"Isochilus_linearis";-52,75;-10,75;1
"Jacquiniella_globosa";-52,75;-10,75;1
"Koellensteinia_eburnea";-52,75;-10,75;1
"Lankesterella_ceracifolia";-52,75;-10,75;1
"Lellingeria_apiculata";-52,75;-10,75;1
"Lellingeria_brevistipes";-52,75;-10,75;1
"Lellingeria_tenuicula";-52,75;-10,75;1
"Lepisorus_mucronatus";-52,75;-10,75;1
"Leucotrichum_organense";-52,75;-10,75;1
"Liparis_jamaicensis";-52,75;-10,75;1
"Lockhartia_goyazensis";-52,75;-10,75;1
"Lockhartia_imbricata";-52,75;-10,75;1
"Lockhartia_lunifera";-52,75;-10,75;1
"Lymania_brachycaulis";-52,75;-10,75;1
"Malaxis_excavata";-52,75;-10,75;1
"Mapinguari_desvauxianus";-52,75;-10,75;1
"Maxillaria_elluziae";-52,75;-10,75;1
"Maxillaria_leucaimata";-52,75;-10,75;1
"Maxillaria_luteograndiflora";-52,75;-10,75;1
"Maxillaria_ochroleuca";-52,75;-10,75;1
"Maxillaria_setigera";-52,75;-10,75;1
"Maxillariella_alba";-52,75;-10,75;1
"Melpomene_flabelliformis";-52,75;-10,75;1
"Melpomene_moniliformis";-52,75;-10,75;1
"Melpomene_pilosissima";-52,75;-10,75;1
"Microgramma_baldwinii";-52,75;-10,75;1
"Microgramma_dictyophylla";-52,75;-10,75;1
"Microgramma_geminata";-52,75;-10,75;1
"Microgramma_lindbergii";-52,75;-10,75;1
"Microgramma_lycopodioides";-52,75;-10,75;1
"Microgramma_megalophylla";-52,75;-10,75;1
"Microgramma_percussa";-52,75;-10,75;1
"Microgramma_persicariifolia";-52,75;-10,75;1
"Microgramma_reptans";-52,75;-10,75;1
"Microgramma_squamulosa";-52,75;-10,75;1
"Microgramma_tecta";-52,75;-10,75;1
"Microgramma_thurnii";-52,75;-10,75;1
"Microgramma_vacciniifolia";-52,75;-10,75;1
"Miltonia_flavescens";-52,75;-10,75;1
"Miltonia_regnellii";-52,75;-10,75;1
"Moranopteris_achilleifolia";-52,75;-10,75;1
"Moranopteris_gradata";-52,75;-10,75;1
"Moranopteris_setosa";-52,75;-10,75;1
"Myoxanthus_exasperatus";-52,75;-10,75;1
"Nemaconia_striata";-52,75;-10,75;1
"Neoregelia_eleutheropetala";-52,75;-10,75;1
"Neoregelia_fosteriana";-52,75;-10,75;1
"Neoregelia_laevis";-52,75;-10,75;1
"Neoregelia_macahensis";-52,75;-10,75;1
"Neoregelia_magdalenae";-52,75;-10,75;1
"Neoregelia_myrmecophila";-52,75;-10,75;1
"Neoregelia_tristis";-52,75;-10,75;1
"Nidularium_billbergioides";-52,75;-10,75;1
"Nidularium_innocentii";-52,75;-10,75;1
"Nidularium_microps";-52,75;-10,75;1
"Nidularium_procerum";-52,75;-10,75;1
"Nidularium_rutilans";-52,75;-10,75;1
"Nidularium_scheremetiewii";-52,75;-10,75;1
"Nidularium_utriculosum";-52,75;-10,75;1
"Niphidium_crassifolium";-52,75;-10,75;1
"Niphidium_rufosquamatum";-52,75;-10,75;1
"Nitidobulbon_nasutum";-52,75;-10,75;1
"Notogrammitis_crassior";-52,75;-10,75;1
"Octomeria_alpina";-52,75;-10,75;1
"Octomeria_crassifolia";-52,75;-10,75;1
"Octomeria_grandiflora";-52,75;-10,75;1
"Octomeria_juncifolia";-52,75;-10,75;1
"Octomeria_longifolia";-52,75;-10,75;1
"Octomeria_tricolor";-52,75;-10,75;1
"Oeceoclades_maculata";-52,75;-10,75;1
"Oncidium_baueri";-52,75;-10,75;1
"Ornithidium_pendens";-52,75;-10,75;1
"Pabstiella_pleurothalloides";-52,75;-10,75;1
"Pecluma_dispersa";-52,75;-10,75;1
"Pecluma_filicula";-52,75;-10,75;1
"Pecluma_macedoi";-52,75;-10,75;1
"Pecluma_paradiseae";-52,75;-10,75;1
"Pecluma_pectinata";-52,75;-10,75;1
"Pecluma_plumula";-52,75;-10,75;1
"Pecluma_ptilota";-52,75;-10,75;1
"Pecluma_recurvata";-52,75;-10,75;1
"Pecluma_sicca";-52,75;-10,75;1
"Pecluma_truncorum";-52,75;-10,75;1
"Peperomia_acreana";-52,75;-10,75;1
"Peperomia_alata";-52,75;-10,75;1
"Peperomia_alpina";-52,75;-10,75;1
"Peperomia_arechavaletae";-52,75;-10,75;1
"Peperomia_armondii";-52,75;-10,75;1
"Peperomia_blanda";-52,75;-10,75;1
"Peperomia_campinasana";-52,75;-10,75;1
"Peperomia_casarettoi";-52,75;-10,75;1
"Peperomia_choroniana";-52,75;-10,75;1
"Peperomia_circinnata";-52,75;-10,75;1
"Peperomia_cordigera";-52,75;-10,75;1
"Peperomia_crinicaulis";-52,75;-10,75;1
"Peperomia_cyclophylla";-52,75;-10,75;1
"Peperomia_dahlstedtii";-52,75;-10,75;1
"Peperomia_damazii";-52,75;-10,75;1
"Peperomia_delicatula";-52,75;-10,75;1
"Peperomia_dendrophila";-52,75;-10,75;1
"Peperomia_elongata";-52,75;-10,75;1
"Peperomia_flexicaulis";-52,75;-10,75;1
"Peperomia_galioides";-52,75;-10,75;1
"Peperomia_glabella";-52,75;-10,75;1
"Peperomia_gracilis";-52,75;-10,75;1
"Peperomia_hernandiifolia";-52,75;-10,75;1
"Peperomia_heterophylla";-52,75;-10,75;1
"Peperomia_hispidula";-52,75;-10,75;1
"Peperomia_inaequalifolia";-52,75;-10,75;1
"Peperomia_lanceolatopeltata";-52,75;-10,75;1
"Peperomia_lancifolia";-52,75;-10,75;1
"Peperomia_loxensis";-52,75;-10,75;1
"Peperomia_macrostachya";-52,75;-10,75;1
"Peperomia_magnoliifolia";-52,75;-10,75;1
"Peperomia_mandioccana";-52,75;-10,75;1
"Peperomia_marcoana";-52,75;-10,75;1
"Peperomia_martiana";-52,75;-10,75;1
"Peperomia_montium";-52,75;-10,75;1
"Peperomia_mosenii";-52,75;-10,75;1
"Peperomia_nudicaulis";-52,75;-10,75;1
"Peperomia_nudifolia";-52,75;-10,75;1
"Peperomia_obtusifolia";-52,75;-10,75;1
"Peperomia_ouabianae";-52,75;-10,75;1
"Peperomia_pachydermis";-52,75;-10,75;1
"Peperomia_pellucida";-52,75;-10,75;1
"Peperomia_pereskiifolia";-52,75;-10,75;1
"Peperomia_quadrangularis";-52,75;-10,75;1
"Peperomia_quadrifolia";-52,75;-10,75;1
"Peperomia_radicosa";-52,75;-10,75;1
"Peperomia_rhexiifolia";-52,75;-10,75;1
"Peperomia_rhombea";-52,75;-10,75;1
"Peperomia_rioblancoana";-52,75;-10,75;1
"Peperomia_rotundata";-52,75;-10,75;1
"Peperomia_rotundifolia";-52,75;-10,75;1
"Peperomia_rubricaulis";-52,75;-10,75;1
"Peperomia_schwackei";-52,75;-10,75;1
"Peperomia_serpens";-52,75;-10,75;1
"Peperomia_subrubricaulis";-52,75;-10,75;1
"Peperomia_tenella";-52,75;-10,75;1
"Peperomia_tetraphylla";-52,75;-10,75;1
"Peperomia_trichocarpa";-52,75;-10,75;1
"Peperomia_trinervula";-52,75;-10,75;1
"Peperomia_trineura";-52,75;-10,75;1
"Peperomia_uaupesensis";-52,75;-10,75;1
"Peperomia_urocarpa";-52,75;-10,75;1
"Philodendron_appendiculatum";-52,75;-10,75;1
"Philodendron_fragrantissimum";-52,75;-10,75;1
"Philodendron_insigne";-52,75;-10,75;1
"Philodendron_linnaei";-52,75;-10,75;1
"Philodendron_loefgrenii";-52,75;-10,75;1
"Philodendron_propinquum";-52,75;-10,75;1
"Philodendron_pulchellum";-52,75;-10,75;1
"Philodendron_uleanum";-52,75;-10,75;1
"Phlebodium_areolatum";-52,75;-10,75;1
"Phlebodium_aureum";-52,75;-10,75;1
"Phlebodium_decumanum";-52,75;-10,75;1
"Phymatidium_falcifolium";-52,75;-10,75;1
"Pitcairnia_caricifolia";-52,75;-10,75;1
"Pleopeltis_angusta";-52,75;-10,75;1
"Pleopeltis_astrolepis";-52,75;-10,75;1
"Pleopeltis_bombycina";-52,75;-10,75;1
"Pleopeltis_buchtienii";-52,75;-10,75;1
"Pleopeltis_hirsutissima";-52,75;-10,75;1
"Pleopeltis_macrocarpa";-52,75;-10,75;1
"Pleopeltis_minima";-52,75;-10,75;1
"Pleopeltis_trinidadensis";-52,75;-10,75;1
"Pleurothallis_mantiquyrana";-52,75;-10,75;1
"Pleurothallis_ruscifolia";-52,75;-10,75;1
"Pleurothallis_tridentata";-52,75;-10,75;1
"Polycycnis_barbata";-52,75;-10,75;1
"Polycycnis_muscifera";-52,75;-10,75;1
"Polypodiodes_amoena";-52,75;-10,75;1
"Polypodium_flagellare";-52,75;-10,75;1
"Polystachya_concreta";-52,75;-10,75;1
"Polystachya_foliosa";-52,75;-10,75;1
"Prescottia_lancifolia";-52,75;-10,75;1
"Prosthechea_aemula";-52,75;-10,75;1
"Prosthechea_calamaria";-52,75;-10,75;1
"Prosthechea_crassilabia";-52,75;-10,75;1
"Prosthechea_fragrans";-52,75;-10,75;1
"Prosthechea_glumacea";-52,75;-10,75;1
"Prosthechea_pygmaea";-52,75;-10,75;1
"Prosthechea_vespa";-52,75;-10,75;1
"Quesnelia_blanda";-52,75;-10,75;1
"Quesnelia_humilis";-52,75;-10,75;1
"Quesnelia_liboniana";-52,75;-10,75;1
"Quesnelia_marmorata";-52,75;-10,75;1
"Rhetinantha_notylioglossa";-52,75;-10,75;1
"Rodriguezia_decora";-52,75;-10,75;1
"Rodriguezia_lanceolata";-52,75;-10,75;1
"Scaphyglottis_bidentata";-52,75;-10,75;1
"Scaphyglottis_modesta";-52,75;-10,75;1
"Scaphyglottis_prolifera";-52,75;-10,75;1
"Scaphyglottis_reflexa";-52,75;-10,75;1
"Scaphyglottis_sickii";-52,75;-10,75;1
"Scaphyglottis_stellata";-52,75;-10,75;1
"Serpocaulon_catharinae";-52,75;-10,75;1
"Serpocaulon_fraxinifolium";-52,75;-10,75;1
"Serpocaulon_laevigatum";-52,75;-10,75;1
"Serpocaulon_latipes";-52,75;-10,75;1
"Serpocaulon_loriceum";-52,75;-10,75;1
"Serpocaulon_meniscifolium";-52,75;-10,75;1
"Serpocaulon_triseriale";-52,75;-10,75;1
"Sobralia_liliastrum";-52,75;-10,75;1
"Specklinia_grobyi";-52,75;-10,75;1
"Stelis_aprica";-52,75;-10,75;1
"Stelis_argentata";-52,75;-10,75;1
"Stelis_intermedia";-52,75;-10,75;1
"Stelis_neorubens";-52,75;-10,75;1
"Stelis_papaquerensis";-52,75;-10,75;1
"Stelis_sclerophylla";-52,75;-10,75;1
"Stenospermation_ulei";-52,75;-10,75;1
"Stigmatosema_polyaden";-52,75;-10,75;1
"Tillandsia_adpressiflora";-52,75;-10,75;1
"Tillandsia_aeranthos";-52,75;-10,75;1
"Tillandsia_aerisincola";-52,75;-10,75;1
"Tillandsia_bulbosa";-52,75;-10,75;1
"Tillandsia_confinis";-52,75;-10,75;1
"Tillandsia_didisticha";-52,75;-10,75;1
"Tillandsia_fendleri";-52,75;-10,75;1
"Tillandsia_gardneri";-52,75;-10,75;1
"Tillandsia_geminiflora";-52,75;-10,75;1
"Tillandsia_juncea";-52,75;-10,75;1
"Tillandsia_loliacea";-52,75;-10,75;1
"Tillandsia_lorentziana";-52,75;-10,75;1
"Tillandsia_mallemontii";-52,75;-10,75;1
"Tillandsia_paraensis";-52,75;-10,75;1
"Tillandsia_parviflora";-52,75;-10,75;1
"Tillandsia_pohliana";-52,75;-10,75;1
"Tillandsia_polystachya";-52,75;-10,75;1
"Tillandsia_recurvata";-52,75;-10,75;1
"Tillandsia_spiculosa";-52,75;-10,75;1
"Tillandsia_streptocarpa";-52,75;-10,75;1
"Tillandsia_stricta";-52,75;-10,75;1
"Tillandsia_tenuifolia";-52,75;-10,75;1
"Tillandsia_tetrantha";-52,75;-10,75;1
"Tillandsia_tricholepis";-52,75;-10,75;1
"Tillandsia_turneri";-52,75;-10,75;1
"Tillandsia_usneoides";-52,75;-10,75;1
"Trichocentrum_cepula";-52,75;-10,75;1
"Trichocentrum_pumilum";-52,75;-10,75;1
"Trichocentrum_sprucei";-52,75;-10,75;1
"Trizeuxis_falcata";-52,75;-10,75;1
"Vanilla_palmarum";-52,75;-10,75;1
"Vriesea_amazonica";-52,75;-10,75;1
"Vriesea_corcovadensis";-52,75;-10,75;1
"Vriesea_friburgensis";-52,75;-10,75;1
"Vriesea_gigantea";-52,75;-10,75;1
"Vriesea_goniorhachis";-52,75;-10,75;1
"Vriesea_gradata";-52,75;-10,75;1
"Vriesea_hydrophora";-52,75;-10,75;1
"Vriesea_longicaulis";-52,75;-10,75;1
"Vriesea_longiscapa";-52,75;-10,75;1
"Vriesea_oligantha";-52,75;-10,75;1
"Vriesea_procera";-52,75;-10,75;1
"Vriesea_saundersiae";-52,75;-10,75;1
"Vriesea_sceptrum";-52,75;-10,75;1
"Vriesea_schwackeana";-52,75;-10,75;1
"Vriesea_sincorana";-52,75;-10,75;1
"Xylobium_dusenii";-52,75;-10,75;1
"Xylobium_foveatum";-52,75;-10,75;1
"Zygopetalum_crinitum";-52,75;-10,75;1
"Zygostates_cornuta";-52,75;-10,75;1
"Encyclia_ionosma";-52,25;-10,75;1
"Encyclia_patens";-52,25;-10,75;1
"Pleopeltis_macrocarpa";-52,25;-10,75;1
"Catasetum_macrocarpum";-51,75;-10,75;1
"Cattleya_violacea";-51,75;-10,75;1
"Microgramma_percussa";-51,75;-10,75;1
"Microgramma_persicariifolia";-51,75;-10,75;1
"Phlebodium_decumanum";-51,75;-10,75;1
"Catasetum_rooseveltianum";-50,25;-10,75;3
"Brassavola_martiana";-49,75;-10,75;1
"Catasetum_fuchsii";-49,75;-10,75;1
"Catasetum_rooseveltianum";-49,75;-10,75;1
"Ionopsis_utricularioides";-49,75;-10,75;1
"Trichocentrum_cebolleta";-49,75;-10,75;1
"Trichocentrum_cepula";-49,75;-10,75;2
"Aechmea_aquilega";-49,25;-10,75;4
"Anthurium_sinuatum";-48,25;-10,75;1
"Catasetum_fimbriatum";-48,25;-10,75;1
"Catasetum_macrocarpum";-48,25;-10,75;1
"Cattleya_nobilior";-48,25;-10,75;1
"Encyclia_flava";-48,25;-10,75;1
"Encyclia_patens";-48,25;-10,75;1
"Epidendrum_amblostomoides";-48,25;-10,75;1
"Oeceoclades_maculata";-48,25;-10,75;1
"Peperomia_macrostachya";-48,25;-10,75;1
"Scaphyglottis_prolifera";-48,25;-10,75;1
"Vanilla_palmarum";-48,25;-10,75;2
"Orleanesia_mineirosensis";-47,75;-10,75;2
"Peperomia_circinnata";-47,75;-10,75;1
"Aechmea_bromeliifolia";-46,75;-10,75;4
"Catasetum_confusum";-46,75;-10,75;3
"Cyrtopodium_fowliei";-46,75;-10,75;2
"Galeandra_lagoensis";-46,75;-10,75;1
"Peperomia_alata";-46,75;-10,75;1
"Philodendron_propinquum";-46,75;-10,75;1
"Aechmea_bromeliifolia";-46,25;-10,75;1
"Anthurium_sinuatum";-46,25;-10,75;2
"Cyrtopodium_eugenii";-46,25;-10,75;1
"Epidendrum_flexuosum";-46,25;-10,75;2
"Tillandsia_pohliana";-42,75;-10,75;1
"Anthurium_affine";-41,75;-10,75;1
"Anthurium_pentaphyllum";-41,75;-10,75;1
"Epidendrum_cinnabarinum";-41,75;-10,75;1
"Epidendrum_saxatile";-41,75;-10,75;1
"Vriesea_procera";-41,75;-10,75;1
"Vriesea_psittacina";-41,75;-10,75;1
"Acianthera_ochreata";-41,25;-10,75;1
"Catasetum_purum";-41,25;-10,75;3
"Microgramma_dictyophylla";-41,25;-10,75;2
"Tillandsia_loliacea";-41,25;-10,75;11
"Tillandsia_streptocarpa";-41,25;-10,75;5
"Vanilla_palmarum";-41,25;-10,75;3
"Tillandsia_streptocarpa";-40,75;-10,75;4
"Acianthera_ochreata";-40,25;-10,75;1
"Aechmea_aquilega";-40,25;-10,75;11
"Aechmea_bromeliifolia";-40,25;-10,75;2
"Aechmea_lingulata";-40,25;-10,75;5
"Aechmea_nudicaulis";-40,25;-10,75;2
"Anthurium_affine";-40,25;-10,75;2
"Anthurium_petrophilum";-40,25;-10,75;2
"Anthurium_scandens";-40,25;-10,75;8
"Anthurium_solitarium";-40,25;-10,75;6
"Billbergia_porteana";-40,25;-10,75;7
"Bulbophyllum_sanderianum";-40,25;-10,75;1
"Catasetum_globiflorum";-40,25;-10,75;1
"Cochlidium_serrulatum";-40,25;-10,75;3
"Cyrtopodium_gigas";-40,25;-10,75;1
"Cyrtopodium_holstii";-40,25;-10,75;1
"Encyclia_alboxanthina";-40,25;-10,75;1
"Epidendrum_avicula";-40,25;-10,75;1
"Epidendrum_cinnabarinum";-40,25;-10,75;1
"Epidendrum_saxatile";-40,25;-10,75;6
"Epidendrum_secundum";-40,25;-10,75;4
"Gomesa_ramosa";-40,25;-10,75;2
"Hohenbergia_caatingae";-40,25;-10,75;5
"Microgramma_geminata";-40,25;-10,75;3
"Microgramma_vacciniifolia";-40,25;-10,75;3
"Pecluma_filicula";-40,25;-10,75;2
"Pecluma_pilosa";-40,25;-10,75;1
"Peperomia_alata";-40,25;-10,75;4
"Peperomia_blanda";-40,25;-10,75;1
"Serpocaulon_catharinae";-40,25;-10,75;9
"Serpocaulon_triseriale";-40,25;-10,75;3
"Sobralia_liliastrum";-40,25;-10,75;1
"Tillandsia_gardneri";-40,25;-10,75;1
"Tillandsia_loliacea";-40,25;-10,75;1
"Tillandsia_recurvata";-40,25;-10,75;5
"Tillandsia_spiculosa";-40,25;-10,75;1
"Tillandsia_sprengeliana";-40,25;-10,75;11
"Tillandsia_streptocarpa";-40,25;-10,75;2
"Tillandsia_stricta";-40,25;-10,75;3
"Trichocentrum_cepula";-40,25;-10,75;2
"Vanilla_palmarum";-40,25;-10,75;3
"Vriesea_lancifolia";-40,25;-10,75;1
"Vriesea_simplex";-40,25;-10,75;1
"Vriesea_wawrana";-40,25;-10,75;1
"Acianthera_ochreata";-39,75;-10,75;1
"Aechmea_aquilega";-39,75;-10,75;5
"Anthurium_affine";-39,75;-10,75;2
"Billbergia_porteana";-39,75;-10,75;6
"Campylocentrum_robustum";-39,75;-10,75;2
"Cyrtopodium_gigas";-39,75;-10,75;2
"Encyclia_dichroma";-39,75;-10,75;2
"Epidendrum_secundum";-39,75;-10,75;1
"Microgramma_vacciniifolia";-39,75;-10,75;3
"Peperomia_blanda";-39,75;-10,75;1
"Peperomia_glabella";-39,75;-10,75;2
"Phlebodium_areolatum";-39,75;-10,75;1
"Tillandsia_loliacea";-39,75;-10,75;1
"Tillandsia_recurvata";-39,75;-10,75;7
"Tillandsia_streptocarpa";-39,75;-10,75;10
"Tillandsia_usneoides";-39,75;-10,75;5
"Vanilla_palmarum";-39,75;-10,75;3
"Aechmea_aquilega";-39,25;-10,75;3
"Aechmea_bahiana";-39,25;-10,75;1
"Anthurium_affine";-39,25;-10,75;1
"Campylocentrum_crassirhizum";-39,25;-10,75;3
"Catasetum_purum";-39,25;-10,75;3
"Epidendrum_secundum";-39,25;-10,75;1
"Gomesa_barbata";-39,25;-10,75;3
"Gomesa_ciliata";-39,25;-10,75;1
"Hohenbergia_caatingae";-39,25;-10,75;5
"Pecluma_hygrometrica";-39,25;-10,75;6
"Pecluma_plumula";-39,25;-10,75;3
"Peperomia_blanda";-39,25;-10,75;2
"Pleopeltis_macrocarpa";-39,25;-10,75;1
"Pleopeltis_polypodioides";-39,25;-10,75;2
"Polystachya_concreta";-39,25;-10,75;2
"Polystachya_foliosa";-39,25;-10,75;3
"Tillandsia_recurvata";-39,25;-10,75;1
"Vanilla_palmarum";-39,25;-10,75;2
"Anthurium_petrophilum";-38,75;-10,75;5
"Galeandra_lagoensis";-38,75;-10,75;1
"Hohenbergia_caatingae";-38,75;-10,75;3
"Phlebodium_decumanum";-38,75;-10,75;1
"Tillandsia_loliacea";-38,75;-10,75;1
"Tillandsia_recurvata";-38,75;-10,75;2
"Tillandsia_streptocarpa";-38,75;-10,75;1
"Tillandsia_usneoides";-38,75;-10,75;1
"Vanilla_palmarum";-38,75;-10,75;3
"Aechmea_aquilega";-38,25;-10,75;8
"Aechmea_lingulata";-38,25;-10,75;7
"Anthurium_affine";-38,25;-10,75;3
"Brassavola_tuberculata";-38,25;-10,75;2
"Catasetum_uncatum";-38,25;-10,75;2
"Cyrtopodium_holstii";-38,25;-10,75;1
"Encyclia_oncidioides";-38,25;-10,75;2
"Hohenbergia_caatingae";-38,25;-10,75;3
"Oeceoclades_maculata";-38,25;-10,75;3
"Pecluma_hygrometrica";-38,25;-10,75;1
