"Species";"Longitude";"Latitude";"Records"
"Tillandsia_bryoides";-65,25;-41,75;4
"Tillandsia_gilliesii";-65,25;-41,75;1
"Tillandsia_bryoides";-65,25;-40,75;1
"Tillandsia_bryoides";-65,25;-38,25;1
"Tillandsia_gilliesii";-65,25;-38,25;1
"Tillandsia_bryoides";-62,25;-38,25;1
"Tillandsia_bergeri";-58,25;-37,75;1
"Gomesa_bifolia";-60,25;-36,25;1
"Pleopeltis_minima";-59,25;-36,25;1
"Pleopeltis_minima";-59,25;-35,75;1
"Tillandsia_gilliesii";-68,25;-35,25;1
"Acianthera_recurva";-64,75;-35,25;1
"Aechmea_bromeliifolia";-64,75;-35,25;1
"Aechmea_distichantha";-64,75;-35,25;1
"Aechmea_recurvata";-64,75;-35,25;1
"Brassavola_perrinii";-64,75;-35,25;1
"Cyrtopodium_punctatum";-64,75;-35,25;1
"Encyclia_oncidioides";-64,75;-35,25;1
"Epidendrum_paniculatum";-64,75;-35,25;1
"Gomesa_bifolia";-64,75;-35,25;1
"Gomesa_longipes";-64,75;-35,25;1
"Grandiphyllum_divaricatum";-64,75;-35,25;1
"Isochilus_linearis";-64,75;-35,25;1
"Liparis_vexillifera";-64,75;-35,25;1
"Melpomene_flabelliformis";-64,75;-35,25;1
"Microgramma_squamulosa";-64,75;-35,25;1
"Microgramma_vacciniifolia";-64,75;-35,25;1
"Oeceoclades_maculata";-64,75;-35,25;1
"Peperomia_aceroana";-64,75;-35,25;1
"Peperomia_blanda";-64,75;-35,25;1
"Peperomia_lilloi";-64,75;-35,25;1
"Peperomia_lorentzii";-64,75;-35,25;1
"Peperomia_pellucida";-64,75;-35,25;1
"Peperomia_pereskiifolia";-64,75;-35,25;1
"Peperomia_polystachya";-64,75;-35,25;1
"Peperomia_tetraphylla";-64,75;-35,25;1
"Peperomia_urocarpa";-64,75;-35,25;1
"Phlebodium_aureum";-64,75;-35,25;1
"Pleopeltis_macrocarpa";-64,75;-35,25;1
"Pleopeltis_minima";-64,75;-35,25;1
"Pleopeltis_pleopeltifolia";-64,75;-35,25;1
"Pleopeltis_polypodioides";-64,75;-35,25;1
"Pleopeltis_pycnocarpa";-64,75;-35,25;1
"Pleopeltis_tweedieana";-64,75;-35,25;1
"Polypodiodes_amoena";-64,75;-35,25;1
"Tillandsia_aeranthos";-64,75;-35,25;1
"Tillandsia_aizoides";-64,75;-35,25;1
"Tillandsia_angulosa";-64,75;-35,25;1
"Tillandsia_bandensis";-64,75;-35,25;1
"Tillandsia_bryoides";-64,75;-35,25;1
"Tillandsia_capillaris";-64,75;-35,25;1
"Tillandsia_duratii";-64,75;-35,25;1
"Tillandsia_gilliesii";-64,75;-35,25;1
"Tillandsia_ixioides";-64,75;-35,25;1
"Tillandsia_loliacea";-64,75;-35,25;1
"Tillandsia_lorentziana";-64,75;-35,25;1
"Tillandsia_myosura";-64,75;-35,25;1
"Tillandsia_rectangula";-64,75;-35,25;1
"Tillandsia_recurvata";-64,75;-35,25;1
"Tillandsia_recurvifolia";-64,75;-35,25;1
"Tillandsia_reichenbachii";-64,75;-35,25;1
"Tillandsia_retorta";-64,75;-35,25;1
"Tillandsia_tenuifolia";-64,75;-35,25;1
"Tillandsia_tricholepis";-64,75;-35,25;1
"Tillandsia_usneoides";-64,75;-35,25;1
"Tillandsia_xiphioides";-64,75;-35,25;1
"Trichocentrum_pumilum";-64,75;-35,25;1
"Vriesea_friburgensis";-64,75;-35,25;1
"Vriesea_gigantea";-64,75;-35,25;1
"Pleopeltis_pleopeltifolia";-57,25;-35,25;1
"Tillandsia_bryoides";-68,25;-34,75;1
"Gomesa_bifolia";-58,25;-34,75;1
"Microgramma_mortoniana";-58,25;-34,75;1
"Tillandsia_myosura";-58,25;-34,75;1
"Microgramma_squamulosa";-57,75;-34,75;2
"Gomesa_bifolia";-55,25;-34,75;1
"Microgramma_squamulosa";-55,25;-34,75;2
"Peperomia_tetraphylla";-55,25;-34,75;2
"Pleopeltis_macrocarpa";-55,25;-34,75;1
"Pleopeltis_pleopeltifolia";-55,25;-34,75;1
"Tillandsia_recurvata";-58,75;-34,25;2
"Microgramma_mortoniana";-58,25;-34,25;2
"Pleopeltis_minima";-58,25;-34,25;1
"Pleopeltis_hirsutissima";-57,25;-34,25;1
"Microgramma_squamulosa";-56,75;-34,25;3
"Microgramma_vacciniifolia";-56,75;-34,25;1
"Pleopeltis_pleopeltifolia";-56,75;-34,25;1
"Tillandsia_aeranthos";-56,25;-34,25;1
"Microgramma_squamulosa";-55,25;-34,25;1
"Pleopeltis_pleopeltifolia";-55,25;-34,25;2
"Tillandsia_aeranthos";-55,25;-34,25;1
"Campyloneurum_nitidum";-54,75;-34,25;1
"Microgramma_squamulosa";-54,75;-34,25;4
"Peperomia_catharinae";-54,75;-34,25;1
"Pleopeltis_hirsutissima";-54,75;-34,25;1
"Pleopeltis_macrocarpa";-54,75;-34,25;3
"Pleopeltis_pleopeltifolia";-54,75;-34,25;4
"Microgramma_squamulosa";-54,25;-34,25;6
"Peperomia_catharinae";-54,25;-34,25;5
"Pleopeltis_hirsutissima";-54,25;-34,25;1
"Pleopeltis_macrocarpa";-54,25;-34,25;8
"Pleopeltis_pleopeltifolia";-54,25;-34,25;3
"Serpocaulon_catharinae";-54,25;-34,25;2
"Microgramma_squamulosa";-53,75;-34,25;3
"Peperomia_catharinae";-53,75;-34,25;2
"Peperomia_tetraphylla";-53,75;-34,25;1
"Pleopeltis_macrocarpa";-53,75;-34,25;5
"Pleopeltis_pleopeltifolia";-53,75;-34,25;2
"Serpocaulon_catharinae";-53,75;-34,25;1
"Serpocaulon_latipes";-53,75;-34,25;1
"Acianthera_hygrophila";-68,75;-33,75;3
"Tillandsia_aizoides";-66,75;-33,75;1
"Tillandsia_myosura";-66,75;-33,75;1
"Tillandsia_recurvata";-59,25;-33,75;1
"Microgramma_mortoniana";-58,25;-33,75;4
"Pleopeltis_minima";-58,25;-33,75;3
"Pleopeltis_pleopeltifolia";-58,25;-33,75;1
"Microgramma_squamulosa";-54,75;-33,75;3
"Peperomia_catharinae";-54,75;-33,75;2
"Pleopeltis_pleopeltifolia";-54,75;-33,75;3
"Campyloneurum_nitidum";-53,75;-33,75;1
"Gomesa_bifolia";-53,75;-33,75;1
"Microgramma_squamulosa";-53,75;-33,75;4
"Microgramma_vacciniifolia";-53,75;-33,75;3
"Peperomia_tetraphylla";-53,75;-33,75;2
"Peperomia_trineuroides";-53,75;-33,75;1
"Pleopeltis_macrocarpa";-53,75;-33,75;2
"Pleopeltis_pleopeltifolia";-53,75;-33,75;3
"Serpocaulon_catharinae";-53,75;-33,75;4
"Acianthera_pubescens";-53,25;-33,75;1
"Anthurium_scandens";-53,25;-33,75;1
"Gomesa_bifolia";-53,25;-33,75;1
"Isochilus_linearis";-53,25;-33,75;1
"Lankesterella_ceracifolia";-53,25;-33,75;1
"Microgramma_squamulosa";-53,25;-33,75;4
"Microgramma_vacciniifolia";-53,25;-33,75;2
"Peperomia_tetraphylla";-53,25;-33,75;1
"Pleopeltis_angusta";-53,25;-33,75;1
"Pleopeltis_hirsutissima";-53,25;-33,75;2
"Pleopeltis_pleopeltifolia";-53,25;-33,75;3
"Serpocaulon_catharinae";-53,25;-33,75;2
"Tillandsia_geminiflora";-53,25;-33,75;1
"Tillandsia_tenuifolia";-53,25;-33,75;1
"Tillandsia_andicola";-69,25;-33,25;1
"Tillandsia_aizoides";-66,75;-33,25;2
"Tillandsia_bryoides";-66,75;-33,25;1
"Tillandsia_castellanii";-66,75;-33,25;1
"Tillandsia_myosura";-66,75;-33,25;3
"Tillandsia_retorta";-66,75;-33,25;4
"Tillandsia_setacea";-66,75;-33,25;1
"Tillandsia_xiphioides";-66,75;-33,25;2
"Tillandsia_capillaris";-66,25;-33,25;1
"Tillandsia_minutiflora";-66,25;-33,25;1
"Tillandsia_retorta";-66,25;-33,25;1
"Tillandsia_minutiflora";-65,75;-33,25;1
"Tillandsia_setacea";-65,75;-33,25;1
"Peperomia_galioides";-64,75;-33,25;1
"Microgramma_mortoniana";-60,25;-33,25;1
"Microgramma_vacciniifolia";-60,25;-33,25;1
"Pleopeltis_minima";-60,25;-33,25;1
"Tillandsia_aeranthos";-60,25;-33,25;1
"Tillandsia_recurvata";-60,25;-33,25;1
"Microgramma_mortoniana";-57,75;-33,25;1
"Microgramma_squamulosa";-57,75;-33,25;3
"Microgramma_vacciniifolia";-57,75;-33,25;1
"Pleopeltis_hirsutissima";-57,75;-33,25;1
"Pleopeltis_minima";-57,75;-33,25;3
"Pleopeltis_pleopeltifolia";-57,75;-33,25;4
"Gomesa_bifolia";-57,25;-33,25;1
"Microgramma_squamulosa";-54,25;-33,25;1
"Peperomia_tetraphylla";-54,25;-33,25;1
"Pleopeltis_pleopeltifolia";-54,25;-33,25;1
"Serpocaulon_catharinae";-54,25;-33,25;1
"Microgramma_vacciniifolia";-53,25;-33,25;1
"Tillandsia_andicola";-69,25;-32,75;1
"Tillandsia_bryoides";-69,25;-32,75;1
"Tillandsia_erecta";-69,25;-32,75;2
"Tillandsia_tenebra";-69,25;-32,75;1
"Tillandsia_andicola";-68,75;-32,75;1
"Tillandsia_xiphioides";-67,25;-32,75;1
"Tillandsia_aizoides";-66,75;-32,75;2
"Tillandsia_bryoides";-66,75;-32,75;1
"Tillandsia_castellanii";-66,75;-32,75;1
"Tillandsia_gilliesii";-66,75;-32,75;1
"Tillandsia_myosura";-66,75;-32,75;6
"Tillandsia_rectangula";-66,75;-32,75;2
"Tillandsia_xiphioides";-66,75;-32,75;2
"Pleopeltis_pinnatifida";-66,25;-32,75;2
"Tillandsia_aizoides";-66,25;-32,75;4
"Tillandsia_bryoides";-66,25;-32,75;1
"Tillandsia_capillaris";-66,25;-32,75;3
"Tillandsia_castellanii";-66,25;-32,75;2
"Tillandsia_complanata";-66,25;-32,75;1
"Tillandsia_duratii";-66,25;-32,75;1
"Tillandsia_lorentziana";-66,25;-32,75;2
"Tillandsia_rectangula";-66,25;-32,75;2
"Tillandsia_setacea";-66,25;-32,75;1
"Tillandsia_xiphioides";-66,25;-32,75;1
"Tillandsia_bryoides";-65,25;-32,75;1
"Tillandsia_capillaris";-65,25;-32,75;1
"Tillandsia_complanata";-65,25;-32,75;1
"Tillandsia_retorta";-65,25;-32,75;3
"Tillandsia_setacea";-65,25;-32,75;1
"Tillandsia_xiphioides";-65,25;-32,75;1
"Tillandsia_capillaris";-64,75;-32,75;1
"Tillandsia_complanata";-64,75;-32,75;1
"Tillandsia_retorta";-64,75;-32,75;1
"Billbergia_nutans";-55,75;-32,75;1
"Campyloneurum_nitidum";-55,75;-32,75;1
"Peperomia_arechavaletae";-55,75;-32,75;1
"Peperomia_hispidula";-55,75;-32,75;1
"Phymatidium_falcifolium";-55,75;-32,75;1
"Pleopeltis_macrocarpa";-55,75;-32,75;1
"Tillandsia_aeranthos";-55,75;-32,75;2
"Tillandsia_bandensis";-55,75;-32,75;1
"Tillandsia_capillaris";-55,75;-32,75;1
"Tillandsia_recurvata";-55,75;-32,75;1
"Tillandsia_usneoides";-55,75;-32,75;1
"Campyloneurum_nitidum";-54,25;-32,75;1
"Microgramma_squamulosa";-54,25;-32,75;3
"Peperomia_catharinae";-54,25;-32,75;1
"Peperomia_tetraphylla";-54,25;-32,75;2
"Pleopeltis_minima";-54,25;-32,75;1
"Pleopeltis_pleopeltifolia";-54,25;-32,75;2
"Campylocentrum_densiflorum";-53,75;-32,75;1
"Capanemia_micromera";-53,75;-32,75;1
"Microgramma_squamulosa";-53,75;-32,75;2
"Peperomia_tetraphylla";-53,75;-32,75;2
"Pleopeltis_pleopeltifolia";-53,75;-32,75;2
"Microgramma_squamulosa";-53,25;-32,75;1
"Aechmea_recurvata";-52,75;-32,75;1
"Cattleya_intermedia";-52,75;-32,75;1
"Microgramma_squamulosa";-52,75;-32,75;1
"Peperomia_tetraphylla";-52,75;-32,75;1
"Pleopeltis_pleopeltifolia";-52,75;-32,75;2
"Vriesea_gigantea";-52,75;-32,75;1
"Acianthera_pubescens";-52,25;-32,75;1
"Aechmea_recurvata";-52,25;-32,75;1
"Campylocentrum_aromaticum";-52,25;-32,75;1
"Campylocentrum_brachycarpum";-52,25;-32,75;1
"Cattleya_intermedia";-52,25;-32,75;1
"Gomesa_flexuosa";-52,25;-32,75;1
"Isochilus_linearis";-52,25;-32,75;1
"Lankesterella_ceracifolia";-52,25;-32,75;1
"Microgramma_squamulosa";-52,25;-32,75;1
"Microgramma_vacciniifolia";-52,25;-32,75;1
"Niphidium_rufosquamatum";-52,25;-32,75;1
"Peperomia_catharinae";-52,25;-32,75;1
"Peperomia_glabella";-52,25;-32,75;1
"Peperomia_pereskiifolia";-52,25;-32,75;1
"Peperomia_tetraphylla";-52,25;-32,75;1
"Pleopeltis_pleopeltifolia";-52,25;-32,75;1
"Tillandsia_aeranthos";-52,25;-32,75;1
"Tillandsia_geminiflora";-52,25;-32,75;1
"Tillandsia_usneoides";-52,25;-32,75;1
"Trichocentrum_pumilum";-52,25;-32,75;1
"Vriesea_gigantea";-52,25;-32,75;1
"Pleopeltis_tweedieana";-69,25;-32,25;1
"Tillandsia_andicola";-69,25;-32,25;1
"Tillandsia_capillaris";-69,25;-32,25;1
"Tillandsia_erecta";-69,25;-32,25;1
"Tillandsia_gilliesii";-69,25;-32,25;1
"Tillandsia_aizoides";-67,25;-32,25;1
"Tillandsia_complanata";-66,75;-32,25;2
"Tillandsia_aizoides";-65,75;-32,25;2
"Tillandsia_capillaris";-65,75;-32,25;1
"Tillandsia_complanata";-65,75;-32,25;2
"Tillandsia_lorentziana";-65,75;-32,25;3
"Tillandsia_minutiflora";-65,75;-32,25;1
"Tillandsia_myosura";-65,75;-32,25;2
"Tillandsia_setacea";-65,75;-32,25;1
"Melpomene_moniliformis";-65,25;-32,25;1
"Melpomene_peruviana";-65,25;-32,25;1
"Serpocaulon_gilliesii";-65,25;-32,25;1
"Tillandsia_bandensis";-65,25;-32,25;1
"Tillandsia_bryoides";-65,25;-32,25;1
"Tillandsia_complanata";-65,25;-32,25;3
"Tillandsia_duratii";-65,25;-32,25;1
"Tillandsia_minutiflora";-65,25;-32,25;1
"Tillandsia_myosura";-65,25;-32,25;1
"Tillandsia_rectangula";-65,25;-32,25;4
"Tillandsia_recurvata";-65,25;-32,25;1
"Tillandsia_retorta";-65,25;-32,25;5
"Tillandsia_setacea";-65,25;-32,25;2
"Melpomene_peruviana";-64,75;-32,25;2
"Tillandsia_aizoides";-64,75;-32,25;1
"Tillandsia_argentina";-64,75;-32,25;1
"Tillandsia_bryoides";-64,75;-32,25;1
"Tillandsia_capillaris";-64,75;-32,25;1
"Tillandsia_complanata";-64,75;-32,25;3
"Tillandsia_lorentziana";-64,75;-32,25;2
"Tillandsia_minutiflora";-64,75;-32,25;2
"Tillandsia_myosura";-64,75;-32,25;2
"Tillandsia_recurvata";-64,75;-32,25;1
"Tillandsia_retorta";-64,75;-32,25;2
"Tillandsia_setacea";-64,75;-32,25;1
"Pleopeltis_pinnatifida";-64,25;-32,25;2
"Tillandsia_bandensis";-64,25;-32,25;1
"Tillandsia_complanata";-64,25;-32,25;2
"Tillandsia_lorentziana";-64,25;-32,25;1
"Tillandsia_retorta";-64,25;-32,25;2
"Tillandsia_setacea";-64,25;-32,25;2
"Tillandsia_tricholepis";-63,75;-32,25;1
"Pleopeltis_polypodioides";-58,25;-32,25;1
"Serpocaulon_gilliesii";-58,25;-32,25;1
"Microgramma_mortoniana";-57,25;-32,25;2
"Microgramma_vacciniifolia";-57,25;-32,25;1
"Pleopeltis_pleopeltifolia";-57,25;-32,25;1
"Microgramma_squamulosa";-56,25;-32,25;1
"Microgramma_vacciniifolia";-56,25;-32,25;1
"Pleopeltis_minima";-56,25;-32,25;1
"Pleopeltis_pleopeltifolia";-56,25;-32,25;1
"Peperomia_trineuroides";-55,75;-32,25;1
"Microgramma_squamulosa";-54,25;-32,25;1
"Peperomia_catharinae";-54,25;-32,25;1
"Peperomia_tetraphylla";-54,25;-32,25;1
"Pleopeltis_pleopeltifolia";-54,25;-32,25;1
"Acianthera_sonderiana";-53,75;-32,25;1
"Campylocentrum_densiflorum";-53,75;-32,25;2
"Campyloneurum_nitidum";-53,75;-32,25;2
"Capanemia_micromera";-53,75;-32,25;1
"Capanemia_superflua";-53,75;-32,25;1
"Microgramma_mortoniana";-53,75;-32,25;1
"Microgramma_squamulosa";-53,75;-32,25;11
"Microgramma_vacciniifolia";-53,75;-32,25;4
"Niphidium_crassifolium";-53,75;-32,25;1
"Peperomia_catharinae";-53,75;-32,25;3
"Peperomia_psilostachya";-53,75;-32,25;2
"Peperomia_tetraphylla";-53,75;-32,25;5
"Pleopeltis_hirsutissima";-53,75;-32,25;1
"Pleopeltis_minima";-53,75;-32,25;2
"Pleopeltis_pleopeltifolia";-53,75;-32,25;10
"Campyloneurum_austrobrasilianum";-53,25;-32,25;1
"Campyloneurum_nitidum";-53,25;-32,25;1
"Campyloneurum_phyllitidis";-53,25;-32,25;1
"Microgramma_squamulosa";-53,25;-32,25;2
"Peperomia_psilostachya";-53,25;-32,25;1
"Pleopeltis_angusta";-53,25;-32,25;1
"Pleopeltis_astrolepis";-53,25;-32,25;1
"Pleopeltis_pleopeltifolia";-53,25;-32,25;1
"Serpocaulon_catharinae";-53,25;-32,25;1
"Tillandsia_stricta";-53,25;-32,25;1
"Tillandsia_usneoides";-53,25;-32,25;1
"Acianthera_pubescens";-52,75;-32,25;1
"Cattleya_intermedia";-52,75;-32,25;1
"Microgramma_vacciniifolia";-52,75;-32,25;1
"Campyloneurum_nitidum";-52,25;-32,25;2
"Cattleya_intermedia";-52,25;-32,25;1
"Microgramma_squamulosa";-52,25;-32,25;1
"Microgramma_vacciniifolia";-52,25;-32,25;4
"Tillandsia_setacea";-67,25;-31,75;1
"Tillandsia_funebris";-66,75;-31,75;1
"Tillandsia_duratii";-66,25;-31,75;1
"Liparis_vexillifera";-65,25;-31,75;2
"Melpomene_peruviana";-65,25;-31,75;2
"Pleopeltis_pinnatifida";-65,25;-31,75;2
"Serpocaulon_lasiopus";-65,25;-31,75;2
"Tillandsia_aeranthos";-65,25;-31,75;1
"Tillandsia_aizoides";-65,25;-31,75;5
"Tillandsia_bryoides";-65,25;-31,75;1
"Tillandsia_castellanii";-65,25;-31,75;1
"Tillandsia_complanata";-65,25;-31,75;6
"Tillandsia_duratii";-65,25;-31,75;2
"Tillandsia_lorentziana";-65,25;-31,75;1
"Tillandsia_minutiflora";-65,25;-31,75;3
"Tillandsia_myosura";-65,25;-31,75;1
"Tillandsia_rectangula";-65,25;-31,75;1
"Tillandsia_retorta";-65,25;-31,75;2
"Tillandsia_setacea";-65,25;-31,75;5
"Tillandsia_usneoides";-65,25;-31,75;1
"Melpomene_moniliformis";-64,75;-31,75;1
"Melpomene_peruviana";-64,75;-31,75;4
"Pleopeltis_pinnatifida";-64,75;-31,75;10
"Pleopeltis_pycnocarpa";-64,75;-31,75;1
"Pleopeltis_tweedieana";-64,75;-31,75;2
"Serpocaulon_gilliesii";-64,75;-31,75;1
"Serpocaulon_lasiopus";-64,75;-31,75;5
"Serpocaulon_loriceum";-64,75;-31,75;1
"Tillandsia_argentina";-64,75;-31,75;2
"Tillandsia_caliginosa";-64,75;-31,75;1
"Tillandsia_capillaris";-64,75;-31,75;1
"Tillandsia_complanata";-64,75;-31,75;13
"Tillandsia_duratii";-64,75;-31,75;1
"Tillandsia_lorentziana";-64,75;-31,75;1
"Tillandsia_minutiflora";-64,75;-31,75;2
"Tillandsia_myosura";-64,75;-31,75;1
"Tillandsia_rectangula";-64,75;-31,75;1
"Tillandsia_retorta";-64,75;-31,75;2
"Tillandsia_setacea";-64,75;-31,75;3
"Tillandsia_usneoides";-64,75;-31,75;4
"Tillandsia_argentina";-64,25;-31,75;1
"Tillandsia_capillaris";-64,25;-31,75;2
"Tillandsia_complanata";-64,25;-31,75;5
"Tillandsia_loliacea";-64,25;-31,75;1
"Tillandsia_lorentziana";-64,25;-31,75;2
"Tillandsia_minutiflora";-64,25;-31,75;1
"Tillandsia_retorta";-64,25;-31,75;1
"Tillandsia_capillaris";-63,75;-31,75;3
"Tillandsia_loliacea";-63,75;-31,75;1
"Tillandsia_myosura";-63,75;-31,75;1
"Tillandsia_tenuifolia";-60,75;-31,75;1
"Tillandsia_duratii";-60,25;-31,75;1
"Vriesea_friburgensis";-58,75;-31,75;1
"Gomesa_bifolia";-58,25;-31,75;1
"Microgramma_vacciniifolia";-58,25;-31,75;1
"Pleopeltis_minima";-58,25;-31,75;1
"Pleopeltis_pinnatifida";-58,25;-31,75;1
"Peperomia_trineuroides";-56,25;-31,75;1
"Microgramma_squamulosa";-55,75;-31,75;1
"Pleopeltis_minima";-55,75;-31,75;1
"Pleopeltis_pleopeltifolia";-55,75;-31,75;1
"Campylocentrum_densiflorum";-54,25;-31,75;1
"Campyloneurum_nitidum";-54,25;-31,75;1
"Capanemia_micromera";-54,25;-31,75;1
"Microgramma_squamulosa";-54,25;-31,75;3
"Peperomia_catharinae";-54,25;-31,75;2
"Peperomia_tetraphylla";-54,25;-31,75;1
"Pleopeltis_angusta";-54,25;-31,75;1
"Pleopeltis_pleopeltifolia";-54,25;-31,75;3
"Campyloneurum_nitidum";-53,75;-31,75;1
"Capanemia_micromera";-53,75;-31,75;1
"Microgramma_squamulosa";-53,75;-31,75;6
"Pleopeltis_hirsutissima";-53,75;-31,75;2
"Pleopeltis_minima";-53,75;-31,75;2
"Pleopeltis_pleopeltifolia";-53,75;-31,75;3
"Tillandsia_aeranthos";-53,75;-31,75;1
"Tillandsia_geminiflora";-53,75;-31,75;1
"Acianthera_sonderiana";-53,25;-31,75;1
"Campyloneurum_nitidum";-53,25;-31,75;1
"Microgramma_squamulosa";-53,25;-31,75;4
"Pecluma_pectinatiformis";-53,25;-31,75;1
"Pleopeltis_angusta";-53,25;-31,75;1
"Pleopeltis_hirsutissima";-53,25;-31,75;1
"Pleopeltis_minima";-53,25;-31,75;1
"Pleopeltis_pleopeltifolia";-53,25;-31,75;2
"Vriesea_gigantea";-53,25;-31,75;1
"Acianthera_saundersiana";-52,75;-31,75;1
"Capanemia_micromera";-52,75;-31,75;1
"Eurystyles_cotyledon";-52,75;-31,75;1
"Gomesa_paranensoides";-52,75;-31,75;1
"Peperomia_hispidula";-52,75;-31,75;1
"Pleurothallis_mantiquyrana";-52,75;-31,75;1
"Stelis_papaquerensis";-52,75;-31,75;1
"Stigmatosema_polyaden";-52,75;-31,75;1
"Tillandsia_usneoides";-52,75;-31,75;1
"Acianthera_glumacea";-52,25;-31,75;2
"Acianthera_pubescens";-52,25;-31,75;2
"Acianthera_saundersiana";-52,25;-31,75;1
"Acianthera_sonderiana";-52,25;-31,75;1
"Aechmea_recurvata";-52,25;-31,75;1
"Aechmea_winkleri";-52,25;-31,75;1
"Barbosella_crassifolia";-52,25;-31,75;1
"Billbergia_nutans";-52,25;-31,75;2
"Brasiliorchis_porphyrostele";-52,25;-31,75;1
"Campylocentrum_aromaticum";-52,25;-31,75;2
"Campylocentrum_brachycarpum";-52,25;-31,75;2
"Campylocentrum_densiflorum";-52,25;-31,75;1
"Campylocentrum_ornithorrhynchum";-52,25;-31,75;1
"Campyloneurum_nitidum";-52,25;-31,75;6
"Cattleya_intermedia";-52,25;-31,75;4
"Cyrtochilum_flexuosum";-52,25;-31,75;2
"Dryadella_zebrina";-52,25;-31,75;2
"Epidendrum_fulgens";-52,25;-31,75;1
"Eurystyles_cotyledon";-52,25;-31,75;1
"Gomesa_ciliata";-52,25;-31,75;1
"Gomesa_flexuosa";-52,25;-31,75;2
"Isabelia_pulchella";-52,25;-31,75;1
"Microgramma_percussa";-52,25;-31,75;1
"Microgramma_squamulosa";-52,25;-31,75;6
"Microgramma_tecta";-52,25;-31,75;1
"Microgramma_vacciniifolia";-52,25;-31,75;3
"Niphidium_crassifolium";-52,25;-31,75;1
"Niphidium_rufosquamatum";-52,25;-31,75;1
"Octomeria_lithophila";-52,25;-31,75;1
"Octomeria_pusilla";-52,25;-31,75;2
"Octomeria_umbonulata";-52,25;-31,75;2
"Pecluma_paradiseae";-52,25;-31,75;1
"Pecluma_pectinatiformis";-52,25;-31,75;1
"Pecluma_sicca";-52,25;-31,75;1
"Peperomia_catharinae";-52,25;-31,75;2
"Peperomia_delicatula";-52,25;-31,75;1
"Peperomia_glabella";-52,25;-31,75;3
"Peperomia_hispidula";-52,25;-31,75;3
"Peperomia_obtusifolia";-52,25;-31,75;1
"Peperomia_pereskiifolia";-52,25;-31,75;1
"Peperomia_psilostachya";-52,25;-31,75;4
"Peperomia_tetraphylla";-52,25;-31,75;2
"Peperomia_urocarpa";-52,25;-31,75;1
"Phlebodium_aureum";-52,25;-31,75;1
"Pleopeltis_angusta";-52,25;-31,75;3
"Pleopeltis_hirsutissima";-52,25;-31,75;3
"Pleopeltis_macrocarpa";-52,25;-31,75;1
"Pleopeltis_minima";-52,25;-31,75;1
"Pleopeltis_pleopeltifolia";-52,25;-31,75;2
"Serpocaulon_catharinae";-52,25;-31,75;1
"Specklinia_grobyi";-52,25;-31,75;1
"Stelis_papaquerensis";-52,25;-31,75;1
"Tillandsia_aeranthos";-52,25;-31,75;2
"Tillandsia_geminiflora";-52,25;-31,75;4
"Tillandsia_mallemontii";-52,25;-31,75;1
"Tillandsia_stricta";-52,25;-31,75;2
"Tillandsia_tenuifolia";-52,25;-31,75;2
"Tillandsia_usneoides";-52,25;-31,75;1
"Trichocentrum_pumilum";-52,25;-31,75;2
"Vriesea_friburgensis";-52,25;-31,75;4
"Tillandsia_aizoides";-66,75;-31,25;1
"Tillandsia_rectangula";-66,75;-31,25;1
"Tillandsia_lorentziana";-66,25;-31,25;2
"Tillandsia_myosura";-65,75;-31,25;1
"Tillandsia_aizoides";-65,25;-31,25;2
"Tillandsia_complanata";-65,25;-31,25;3
"Tillandsia_duratii";-65,25;-31,25;5
"Tillandsia_lorentziana";-65,25;-31,25;1
"Tillandsia_minutiflora";-65,25;-31,25;2
"Tillandsia_rectangula";-65,25;-31,25;2
"Tillandsia_reichenbachii";-65,25;-31,25;1
"Tillandsia_setacea";-65,25;-31,25;1
"Melpomene_peruviana";-64,75;-31,25;11
"Pleopeltis_pinnatifida";-64,75;-31,25;11
"Pleopeltis_tweedieana";-64,75;-31,25;2
"Serpocaulon_gilliesii";-64,75;-31,25;5
"Serpocaulon_lasiopus";-64,75;-31,25;4
"Tillandsia_aizoides";-64,75;-31,25;3
"Tillandsia_argentina";-64,75;-31,25;6
"Tillandsia_bryoides";-64,75;-31,25;1
"Tillandsia_caliginosa";-64,75;-31,25;1
"Tillandsia_capillaris";-64,75;-31,25;2
"Tillandsia_castellanii";-64,75;-31,25;3
"Tillandsia_complanata";-64,75;-31,25;12
"Tillandsia_duratii";-64,75;-31,25;1
"Tillandsia_lorentziana";-64,75;-31,25;9
"Tillandsia_minutiflora";-64,75;-31,25;2
"Tillandsia_myosura";-64,75;-31,25;3
"Tillandsia_rectangula";-64,75;-31,25;1
"Tillandsia_recurvata";-64,75;-31,25;1
"Tillandsia_retorta";-64,75;-31,25;5
"Tillandsia_setacea";-64,75;-31,25;5
"Tillandsia_tricholepis";-64,75;-31,25;1
"Tillandsia_usneoides";-64,75;-31,25;3
"Aechmea_distichantha";-64,25;-31,25;1
"Melpomene_peruviana";-64,25;-31,25;1
"Microgramma_squamulosa";-64,25;-31,25;2
"Peperomia_blanda";-64,25;-31,25;1
"Pleopeltis_pinnatifida";-64,25;-31,25;4
"Pleopeltis_pycnocarpa";-64,25;-31,25;1
"Pleopeltis_tweedieana";-64,25;-31,25;1
"Serpocaulon_lasiopus";-64,25;-31,25;1
"Tillandsia_argentina";-64,25;-31,25;5
