"Longitude";"Latitude";"X";"Y"
-109,25;28,25;0,0513072611753682;-0,0319403861548529
-108,75;28,25;-0,268646133660272;0,022002035155502
-108,25;28,25;-0,0692937335524934;-0,109552983117509
-108,75;27,25;0,346140438291009;0,0385870213352359
-107,75;27,25;0,528540108692554;-0,0308998536512657
-108,75;26,75;0,507935436207626;-0,0108548602662648
-107,75;25,75;0,395266328061422;0,0322009448172771
-107,25;25,75;0,937538116206637;-0,00669617113711453
-106,75;25,25;1,30031348011207;-0,0421045724730453
-105,75;25,25;0,559688843915193;-0,0311328950443893
-100,75;25,25;-0,14538062228348;0,152430109878442
-100,25;25,25;-0,0254153071538848;-0,053389510074957
-107,25;24,75;-0,0400514749316902;0,00957721545370186
-105,75;24,75;0,655059773617038;-0,0242467763856141
-100,25;24,75;0,0154422822454566;-0,101235816279956
-99,75;24,75;0,207723302193526;-0,0131522357243888
-77,75;24,75;0,278235777051711;-0,0180192317239445
-106,75;24,25;1,31381282900848;-0,023715629038063
-106,25;24,25;1,34999700870096;0,0249267879028824
-99,75;24,25;0,26358228508611;0,00158752728599188
-99,25;24,25;1,64574276325762;0,00133234060379004
-98,75;24,25;0,831318075281583;-0,0311627398658595
-77,75;24,25;1,29514191444583;0,0254203689399824
-106,75;23,75;0,435416927245472;0,0153126982996521
-105,75;23,75;0,435193560209823;-0,0212825329217908
-105,25;23,75;0,864342659314639;-0,00533047076476523
-99,75;23,75;0,0941544593886499;-0,041000913221937
-99,25;23,75;0,942510727118646;-0,0287072675707301
-106,25;23,25;0,292611589191316;-0,00472075381090841
-105,75;23,25;0,613193270191313;-0,00630666012532389
-105,25;23,25;0,619606963765451;-0,16763716094252
-104,25;23,25;-0,0826207102437345;-0,125846754444657
-99,25;23,25;0,176685468820236;-0,432942782202261
-98,25;23,25;0,9726704112139;-0,0666622968940036
-82,25;23,25;1,31381282900848;-0,023715629038063
-81,75;23,25;0,739808643070313;-0,013367140111741
-105,75;22,75;1,4566864401791;0,0148565837287747
-104,75;22,75;1,04444607387229;0,0351518651385184
-100,25;22,75;0,290215040797301;-0,090190598627681
-99,25;22,75;0,464328381623385;0,0600811290078496
-83,75;22,75;0,639874061114242;-0,0767824465760671
-83,25;22,75;0,321440003294655;-0,0641329530986208
-82,75;22,75;0,597405653940595;-0,0265034311031713
-82,25;22,75;1,24730722581353;-0,0273145301520918
-81,25;22,75;1,34999700870096;0,0249267879028824
-79,75;22,75;1,53599264273763;0,00838320057306428
-104,75;22,25;0,822764250155896;-0,0895160016406766
-100,75;22,25;0,705238557268773;-6,33629061053235e-05
-99,25;22,25;1,00218365266399;-0,0649839091452666
-98,75;22,25;1,10266992925396;-0,00294545344123133
-98,25;22,25;0,849085388340574;-0,0912583984924417
-84,25;22,25;1,55099566912249;0,0462646405948152
-83,75;22,25;1,04289489301462;-0,0234262273007557
-81,25;22,25;1,29514191444583;0,0254203689399824
-80,75;22,25;1,65562907930834;-0,0157912610957523
-80,25;22,25;1,08025133637007;-0,006055659385271
-79,75;22,25;1,60938169667588;-0,0170122640996231
-105,25;21,75;0,691548705690445;0,0103356094474715
-104,75;21,75;0,877015459451045;-0,0331777642756459
-104,25;21,75;1,4566864401791;0,0148565837287747
-103,75;21,75;0,558870470537115;-0,0637628086694864
-102,75;21,75;0,507935436207626;-0,0108548602662648
-100,25;21,75;0,803025564304437;-0,0559844604215354
-99,75;21,75;0,533152924424982;-0,0783486503216491
-99,25;21,75;0,202137915744339;-0,0457858124591138
-98,75;21,75;0,835969260395461;-0,0251737519289335
-98,25;21,75;0,795263826969594;-0,0284356799497307
-97,75;21,75;0,898251684283067;-0,0454916236471011
-97,25;21,75;1,4566864401791;0,0148565837287747
-88,25;21,75;0,323544251093577;-0,0564709552022573
-84,75;21,75;1,34999700870096;0,0249267879028824
-82,75;21,75;0,555466517772435;-0,0760997329981662
-80,25;21,75;0,34697245360591;0,0132177217666641
-79,75;21,75;0,441099569716137;0,00143967260342864
-79,25;21,75;1,58880744644535;-0,0365368417645181
-77,75;21,75;1,73860896274271;-0,0132416985548119
-105,25;21,25;0,600917565463502;-0,0217099555685447
-104,75;21,25;0,333703265050515;-0,0325647893582584
-104,25;21,25;1,11364895190864;-0,0707976653617922
-103,25;21,25;-0,201244656633177;0,101668596377472
-100,25;21,25;0,198905627799235;-0,103549540619528
-99,75;21,25;0,126806571684243;-0,000439307506876579
-99,25;21,25;-0,41043385709076;-0,0430663755594292
-98,75;21,25;0,402736104355953;-0,0365291042234067
-98,25;21,25;1,16404015081906;0,0316755456682573
-97,75;21,25;0,810587484837499;-0,0172951959974345
-89,75;21,25;0,205869192678363;0,00408428612888646
-89,25;21,25;0,477051963831781;-0,0178907069206073
-88,75;21,25;0,759752126847491;-0,0629812315946421
-87,75;21,25;1,34999700870096;0,0249267879028824
-87,25;21,25;0,313916268813514;-0,0605823261231503
-86,75;21,25;0,993295778412405;0,012075505681108
-105,25;20,75;0,616575856596422;-0,062082539486551
-104,75;20,75;1,1500632792673;-0,0356338770554366
-103,75;20,75;0,929752643586073;-0,0127109586504112
-103,25;20,75;1,1338003293774;-0,0457048376935311
-100,25;20,75;-0,0862077133935054;-0,0301711665487467
-99,75;20,75;0,594489443971756;-0,00879596813567629
