"Provincias" "mean_n" "mean_sr" "TS_WS" "TS_FS" "TS_PS" "GS_WS" "GS_FS" "GS_PS" "geometry"
"Araucaria Forest province" 85.3462469733656 27.7336561743341 2.17917675544794 71.4285714285714 26.3922518159806 0 89.8305084745763 10.1694915254237 c(-49.75, -49.75, -48.75, -49.25, -49.25, -49.25, -49.75, -49.75, -49.75, -50.25, -50.25, -50.25, -50.75, -51.25, -51.25, -50.75, -51.75, -51.75, -52.25, -51.75, -51.75, -52.25, -52.25, -51.75, -51.25, -50.75, -51.25, -51.25, -50.75, -50.75, -50.25, -50.25, -50.25, -50.25, -50.75, -51.25, -50.75, -51.25, -50.75, -50.25, -51.25, -50.75, -51.25, -51.75, -52.25, -52.25, -51.75, -51.75, -51.75, -52.25, -52.75, -53.25, -53.25, -53.75, -53.25, -52.75, -53.25, -52.75, -53.75, -54.25, -54.25, -52.75, -52.75, 
-50.25, -51.75, -51.25, -50.75, -51.25, -51.25, -50.75, -50.75, -50.25, -50.25, -49.75, -49.75, -49.25, -23.75, -24.75, -24.25, -26.25, -25.75, -25.25, -25.25, -25.75, -26.25, -27.75, -27.25, -26.75, -27.25, -27.25, -27.75, -27.75, -27.75, -28.25, -27.75, -27.25, -26.75, -26.75, -26.25, -26.25, -25.75, -25.75, -26.25, -26.75, -26.75, -26.25, -26.25, -25.75, -25.25, -24.75, -25.25, -25.25, -24.75, -24.75, -24.25, -24.25, -23.75, -23.75, -24.25, -24.25, -25.25, -24.75, -24.75, -25.25, -25.75, -25.75, 
-25.75, -25.75, -26.25, -26.25, -25.25, -25.25, -24.75, -24.25, -24.75, -26.25, -26.75, -26.25, -28.75, -29.25, -28.75, -28.25, -28.25, -28.75, -29.25, -29.25, -28.75, -28.75, -28.25, -27.75, -28.25, -27.75)
"Atacama province" 3 1 0 100 0 0 100 0 c(-69.75, -20.25)
"Atlantic province" 194.845070422535 60.5492957746479 4.04929577464789 76.4084507042254 19.5422535211268 0.352112676056338 93.3098591549296 6.33802816901408 c(-41.75, -42.25, -42.25, -42.75, -43.25, -43.75, -43.75, -43.25, -42.75, -44.25, -44.75, -44.75, -40.75, -40.25, -40.25, -40.25, -40.25, -41.25, -41.25, -40.75, -40.25, -40.25, -40.75, -41.25, -40.75, -41.75, -42.25, -41.75, -39.75, -39.75, -39.75, -35.25, -35.75, -35.75, -36.25, -36.25, -36.25, -37.75, -38.25, -38.25, -38.25, -37.25, -39.25, -39.25, -39.25, -39.75, -39.75, -39.75, -39.75, -39.25, -39.25, -39.75, -39.25, -39.25, -39.25, -39.25, -39.25, -39.75, -40.25, -40.75, -40.25, -35.25, -35.25, 
-35.25, -35.25, -49.25, -48.75, -48.25, -47.75, -46.75, -45.25, -45.25, -45.75, -45.75, -46.25, -46.75, -46.25, -46.75, -47.25, -47.25, -47.75, -48.25, -48.25, -48.75, -48.75, -49.75, -49.25, -48.75, -48.75, -49.25, -49.75, -50.25, -48.75, -49.25, -48.75, -49.25, -49.75, -49.75, -22.25, -22.75, -22.25, -22.25, -22.25, -22.25, -22.75, -22.75, -22.75, -22.75, -23.25, -22.75, -18.25, -17.75, -18.25, -18.75, -19.25, -18.75, -19.75, -19.75, -19.75, -20.25, -20.75, -20.25, -20.25, -20.25, -21.75, -21.75, 
-19.25, -18.75, -18.25, -8.75, -8.75, -9.25, -9.75, -9.25, -8.75, -11.25, -11.75, -12.75, -12.25, -11.25, -16.75, -17.25, -17.75, -17.75, -17.25, -16.75, -16.25, -16.25, -15.75, -15.25, -14.75, -14.25, -15.25, -13.25, -13.75, -13.75, -14.75, -15.75, -17.25, -8.25, -7.75, -7.25, -5.75, -24.75, -24.75, -24.25, -24.25, -22.75, -22.75, -23.25, -23.75, -23.25, -23.75, -23.75, -23.25, -23.25, -23.75, -24.25, -24.75, -25.25, -24.75, -25.75, -25.25, -26.75, -26.75, -26.75, -27.25, -27.25, -27.25, -30.25, 
-27.75, -28.25, -28.25, -28.75, -28.75, -29.25)
"Bahama province" 3.63636363636364 3.09090909090909 0 90.9090909090909 9.09090909090909 0 90.9090909090909 9.09090909090909 c(-78.25, -77.75, -74.25, 24.75, 24.25, 22.75)
"Balsas Basin province" 31.8938053097345 10.1592920353982 1.76991150442478 75.2212389380531 23.0088495575221 0 86.7256637168142 13.2743362831858 c(-101.25, -102.75, -102.25, -102.25, -101.75, -100.75, -100.75, -101.25, -100.75, -101.75, -97.75, -97.25, -97.75, -97.75, -96.75, -98.25, -100.25, -99.25, -99.75, -100.25, -100.25, -99.25, -98.75, -98.75, -98.25, -98.25, 19.25, 19.25, 18.25, 18.75, 18.75, 19.25, 18.75, 18.75, 18.25, 18.25, 18.75, 18.25, 18.25, 17.75, 16.75, 17.75, 17.75, 18.25, 18.25, 18.25, 18.75, 18.75, 18.75, 18.25, 18.25, 18.75)
